ID,Predict
310,5227.1133
311,6467.2695
312,10425.149
313,14097.134
314,17107.76
315,5206.5073
316,11315.216
317,18583.459
318,13261.209
319,10626.256
320,10788.989
321,1461.6824
322,27620.266
323,13545.488
324,5619.293
325,3835.9053
326,41698.07
327,5018.4624
328,11358.563
329,30836.62
330,15886.355
331,13659.367
332,9295.648
333,14613.387
334,9586.503
335,17510.678
336,10275.535
337,7098.4873
338,30605.365
339,15451.999
340,12934.559
341,7966.094
342,11388.948
343,10364.495
344,14692.163
345,7184.0645
346,3450.017
347,10220.789
348,7669.734
349,42024.24
350,908.79694
351,4998.941
352,4359.0947
353,19885.6
354,33916.598
355,28367.04
356,18127.26
357,7338.2114
358,10310.523
359,15143.647
360,24935.344
361,13220.874
362,18992.379
363,16252.646
364,18362.984
365,8738.033
366,15501.506
367,36974.723
368,5766.825
369,902.99536
370,34130.105
371,21438.719
372,2927.364
373,30592.555
374,250.9996
375,10763.192
376,15468.823
377,17095.74
378,17419.064
379,2820.8176
380,6956.425
381,93011.29
382,2238.8738
383,188.20755
384,7138.206
385,18625.955
386,7257.094
387,883.98706
388,38509.613
389,3887.6624
390,17438.846
391,3561.6633
392,19456.707
393,16575.244
394,9574.907
395,15680.999
396,944.273
397,44102.562
398,35409.44
399,8304.003
400,38318.56
401,1017.25305
402,45992.164
403,3547.4421
404,2995.3347
405,14110.64
406,6610.76
407,26305.6
408,9504.528
409,20853.377
410,10278.005
411,8507.245
412,13230.738
413,8144.2554
414,7618.5513
415,34152.477
416,28301.86
417,13831.533
418,31371.719
419,15998.262
420,7313.72
421,187.94879
422,26718.39
423,59843.97
424,18127.26
425,2665.7292
426,70074.91
427,3287.8064
428,5525.803
429,1392.5194
430,27049.082
431,20122.875
432,11182.695
433,14632.885
434,27531.295
435,7614.9697
436,14939.055
437,23306.732
438,17922.33
439,6374.9854
440,40461.945
441,27908.035
442,18519.2
443,6219.1836
444,1798.8337
445,39699.65
446,2303.2693
447,7214.6494
448,8908.178
449,9580.708
450,6567.069
451,9457.85
452,10966.153
453,18252.547
454,13914.547
455,7088.352
456,2813.6282
457,5403.9985
458,1725.0575
459,21832.617
460,22296.523
461,4143.3696
462,1705.6968
463,3607.1912
464,3814.7878
465,11150.223
466,2568.5356
467,14929.512
468,4383.157
469,19227.156
470,48499.414
471,25593.777
472,7566.678
473,15809.724
474,48258.02
475,4751.8843
476,7389.97
477,19497.74
478,761.1749
479,19704.363
480,16617.19
481,5625.364
482,9818.461
483,1071.641
484,8595.075
485,40986.883
486,10119.976
487,42112.344
488,21338.318
489,7052.031
490,13386.441
491,26433.91
492,30713.055
493,6159.9277
494,12796.151
495,5074.875
496,20047.02
497,14589.991
498,51796.68
499,3763.1462
500,37152.66
501,20647.719
502,6666.8374
503,24119.502
504,27399.984
505,8313.711
506,11079.663
507,54192.5
508,41645.016
509,44664.38
510,8111.517
511,18781.2
512,549.8972
513,606.98724
514,9595.678
515,27583.438
516,12918.494
517,9253.912
518,21056.807
519,3906.8157
520,52556.758
521,1655.2267
522,13742.081
523,284.50546
524,15114.054
525,9198.764
526,15847.298
527,7644.384
528,12955.807
529,539.0451
530,10348.996
531,9376.42
532,21591.547
533,65883.17
534,7033.41
535,9010.721
536,38191.56
537,9020.359
538,12630.666
539,24045.316
540,8230.081
541,25083.99
542,4986.9536
543,7631.431
544,20835.367
545,15154.787
546,18892.24
547,23375.117
548,16221.134
549,11079.9375
550,15311.021
551,9795.778
552,12734.012
553,15011.081
554,3390.6675
555,4226.815
556,21658.824
557,12246.105
558,14000.127
559,5897.6562
560,2191.6892
561,1852.2115
562,24461.266
563,17140.408
564,3046.2085
565,6189.098
566,12980.433
567,39203.31
568,16524.783
569,16930.56
570,2126.3462
571,3611.7258
572,5847.8745
573,37283.637
574,44610.316
575,8289.98
576,19361.781
577,23574.596
578,5019.166
579,3415.8442
580,470.72058
581,11696.074
582,2117.3423
583,16188.848
584,7054.0557
585,549.8972
586,9025.894
587,59811.332
588,6560.821
589,13753.6455
590,16566.979
591,6936.2505
592,11126.311
593,14292.8545
594,3682.6396
595,809.2651
596,13419.626
597,6846.3457
598,250.9996
599,8113.8384
600,313.94003
601,21801.512
602,250.9996
603,15672.014
604,25831.299
605,19424.648
606,9926.472
607,16761.414
608,1796.1743
609,13025.425
610,9778.164
611,44577.57
612,26012.934
613,4328.4824
614,51929.93
615,23886.008
616,26120.254
617,14390.97
618,17656.205
619,10584.501
620,3928.7944
621,18721.254
622,9385.824
623,41435.996
624,14402.092
625,6817.4136
626,12191.846
627,13711.066
628,11877.014
629,14967.749
630,16566.379
631,11149.521
632,9135.444
633,13348.067
634,2573.9043
635,35419.875
636,11221.832
637,15588.638
638,6220.216
639,7236.255
640,40671.906
641,1519.3928
642,15459.295
643,20365.586
644,24860.594
645,22453.217
646,14880.369
647,38587.367
648,18205.555
649,8839.166
650,16631.443
651,1615.4716
652,4683.931
653,8985.678
654,7513.2803
655,10928.388
656,23516.459
657,5500.1943
658,27001.297
659,15978.545
660,8498.396
661,20566.434
662,6503.953
663,26117.588
664,14617.415
665,13382.241
666,52074.547
667,11774.7705
668,17066.562
669,10783.764
670,7403.0713
671,7854.0366
672,9280.313
673,14312.88
674,24531.213
675,14153.662
676,3699.664
677,41720.11
678,8497.335
679,1486.0375
680,8564.299
681,12315.551
682,41045.168
683,627.30225
684,15857.927
685,17302.32
686,8453.779
687,49629.117
688,626.9982
689,3166.1816
690,3269.2378
691,6953.7515
692,9373.595
693,9462.938
694,17805.676
695,580.9561
696,54995.547
697,822.27295
698,5485.0166
699,1820.3717
700,18596.633
701,41465.723
702,17350.455
703,19138.152
704,19767.684
705,10246.557
706,16843.623
707,14848.6
708,11040.422
709,564.35175
710,6986.787
711,8339.609
712,19007.021
713,44761.52
714,7466.4385
715,12208.462
716,483.76364
717,10632.663
718,16867.8
719,35478.836
720,32473.713
721,1282.7152
722,11011.912
723,10633.657
724,160.94958
725,21868.002
726,718.08295
727,19804.97
728,7099.144
729,1565.9568
730,13951.342
731,20888.352
732,42007.21
733,10535.663
734,627.5452
735,15454.637
736,13575.998
737,7114.5854
738,14357.054
739,52326.4
740,11696.309
741,13576.542
742,11788.704
743,3317.8171
744,5597.3813
745,7876.4146
746,8767.687
747,6338.9326
748,16621.596
749,9423.408
750,1796.1743
751,17130.75
752,1384.7686
753,586.2197
754,4105.619
755,14921.299
756,1391.4553
757,14726.871
758,8360.914
759,12826.931
760,1019.0127
761,32397.984
762,10668.054
763,10601.07
764,3828.813
765,32116.16
766,15352.608
767,8525.155
768,10014.835
769,20641.596
770,11132.817
771,861.9938
772,413.05154
773,8303.29
774,48286.285
775,23271.463
776,9606.09
777,334.42877
778,20554.492
779,14074.847
780,6361.2886
781,54356.426
782,20885.682
783,940.7732
784,7177.031
785,4636.779
786,11132.817
787,9867.701
788,15186.894
789,8315.828
790,17472.676
791,25054.988
792,8534.3
793,1019.0127
794,157.0669
795,1487.9972
796,25558.604
797,16297.614
798,5035.384
799,24563.777
800,16492.191
801,602.9216
802,25475.45
803,23915.184
804,39203.31
805,7887.353
806,8290.075
807,23529.111
808,4396.4565
809,220.95685
810,21254.92
811,21050.38
812,9765.386
813,19156.193
814,27065.363
815,35096.266
816,9256.455
817,9306.906
818,3432.4968
819,10674.231
820,29476.143
821,7723.0127
822,19534.389
823,10742.691
824,8253.798
825,5813.9316
826,13684.677
827,17874.79
828,3887.6624
829,12739.381
830,9628.894
831,13655.759
832,22433.074
833,11856.133
834,12832.645
835,5460.8774
836,2725.498
837,48103.63
838,3340.7957
839,9224.718
840,13554.819
841,30673.188
842,30605.365
843,14899.029
844,51979.973
845,50546.242
846,4545.324
847,51100.688
848,11601.041
849,38539.703
850,25782.346
851,22039.629
852,14925.454
853,5816.339
854,2682.5312
855,24404.2
856,10593.247
857,46420.133
858,5115.725
859,552.2467
860,19581.973
861,20411.3
862,13303.152
863,6956.425
864,8071.763
865,16621.596
866,3560.1382
867,443.76883
868,18259.2
869,1089.4666
870,8468.887
871,3763.1462
872,3450.017
873,17128.723
874,13484.263
875,24456.855
876,43608.41
877,13716.455
878,12196.207
879,9683.019
880,16650.68
881,19047.924
882,9945.908
883,2150.4387
884,44416.055
885,6645.5815
886,8311.2295
887,818.0695
888,34143.88
889,37851.902
890,12394.832
891,49645.45
892,10403.605
893,39203.31
894,27188.2
895,49826.977
896,7175.162
897,22714.867
898,25654.041
899,15676.244
900,971.9252
901,2885.0173
902,1348.356
903,2205.513
904,13669.949
905,19169.078
906,9033.55
907,16541.701
908,6415.911
909,13914.308
910,7210.4116
911,10942.9795
912,5670.0273
913,10682.094
914,8605.255
915,5018.4624
916,9036.954
917,31299.1
918,8156.5767
919,9925.108
920,7401.56
921,15188.067
922,11263.919
923,17911.924
924,16057.726
925,20547.809
926,7105.2
927,5674.713
928,23983.363
929,13330.3955
930,45847.426
931,9818.461
932,11307.47
933,30605.365
934,15996.767
935,769.882
936,9365.695
937,20351.857
938,40807.7
939,44007.44
940,12324.834
941,10848.372
942,5823.039
943,8195.732
944,17171.66
945,31447.057
946,29041.18
947,20730.691
948,7301.084
949,15352.008
950,26669.027
951,2549.1936
952,15828.189
953,10895.022
954,19933.26
955,1480.9945
956,220.95685
957,8675.56
958,5485.0166
959,10502.745
960,33444.074
961,1676.1135
962,2446.908
963,188.20755
964,5058.535
965,7933.1494
966,15322.504
967,2278.6782
968,15379.383
969,13330.3955
970,16362.232
971,8075.2593
972,5575.593
973,8119.5674
974,8844.378
975,8300.194
976,19956.904
977,8987.426
978,25843.719
979,8572.274
980,36043.406
981,15086.115
982,1038.5624
983,14003.8
984,9715.304
985,12936.841
986,40850.492
987,16396.396
988,12960.751
989,841.1026
990,17488.412
991,19173.668
992,18379.736
993,3900.954
994,109.99023
995,11727.72
996,18817.111
997,1793.957
998,20940.191
999,26719.766
1000,33149.418
1001,7262.523
1002,9674.876
1003,47967.523
1004,4169.179
1005,1550.9753
1006,1855.8319
1007,14004.414
1008,2406.2576
1009,3498.3171
1010,18531.99
1011,3221.4526
1012,3562.2478
1013,21122.215
1014,20942.768
1015,34464.03
1016,7189.8433
1017,3841.5518
1018,19656.5
1019,2517.9822
1020,12754.358
1021,16916.824
1022,14170.506
1023,12921.957
1024,25581.748
1025,1232.9677
1026,17096.88
1027,39203.31
1028,40770.355
1029,10147.348
1030,4980.9634
1031,26904.26
1032,2442.629
1033,18116.111
1034,3222.3347
1035,15705.156
1036,1429.3359
1037,10610.002
1038,605.5573
1039,395.0771
1040,8826.773
1041,6224.6377
1042,971.9252
1043,1200.5822
1044,1919.8508
1045,13353.542
1046,2005.9913
1047,20329.549
1048,9241.882
1049,15483.967
1050,8251.814
1051,29867.615
1052,7570.36
1053,9196.834
1054,12684.629
1055,14371.904
1056,24634.44
1057,15200.24
1058,21263.68
1059,24274.926
1060,1414.7639
1061,19183.709
1062,47931.258
1063,3344.753
1064,12237.781
1065,9147.259
1066,18817.111
1067,5305.2725
1068,16180.234
1069,12842.6
1070,10275.8
1071,3611.7258
1072,11977.905
1073,6137.7056
1074,313.94003
1075,8357.916
1076,27843.857
1077,2037.9847
1078,9118.243
1079,16606.4
1080,9342.569
1081,14088.021
1082,28690.758
1083,40178.7
1084,11543.747
1085,14385.6455
1086,8822.094
1087,19869.314
1088,35910.28
1089,5635.272
1090,2222.1392
1091,15618.371
1092,6624.033
1093,14180.727
1094,8946.9375
1095,3294.453
1096,15842.22
1097,19722.506
1098,2545.0054
1099,8301.152
1100,2037.9847
1101,787.0638
1102,21182.898
1103,7891.243
1104,11598.707
1105,17129.246
1106,9651.227
1107,32990.84
1108,4808.469
1109,24994.771
1110,4861.0796
1111,9888.513
1112,6829.363
1113,11408.561
1114,9883.346
1115,39203.31
1116,782.5875
1117,17356.48
1118,6615.863
1119,4109.1143
1120,13133.115
1121,5158.857
1122,9231.943
1123,4993.837
1124,7304.1064
1125,12772.862
1126,17266.547
1127,12098.091
1128,2195.6616
1129,6960.845
1130,1429.3673
1131,21802.613
1132,5676.104
1133,1467.9408
1134,11474.352
1135,24265.713
1136,18816.143
1137,7078.4136
1138,24710.326
1139,7303.0967
1140,8962.798
1141,19213.793
1142,12248.267
1143,22096.371
1144,5869.4004
1145,29194.941
1146,16582.059
1147,391.99948
1148,51253.453
1149,22447.18
1150,1414.7639
1151,41811.402
1152,14770.449
1153,43265.2
1154,9017.039
1155,14449.6
1156,17125.701
1157,55539.598
1158,24634.44
1159,11337.242
1160,6679.6885
1161,32369.91
1162,20966.73
1163,1086.3143
1164,12493.567
1165,7785.071
1166,18903.56
1167,12981.1875
1168,27270.287
1169,16568.797
1170,15496.584
1171,2522.3677
1172,453.00742
1173,4001.9177
1174,940.7732
1175,8212.775
1176,9579.236
1177,4866.7124
1178,8887.055
1179,64618.656
1180,9423.408
1181,47247.984
1182,5974.945
1183,5851.2725
1184,19209.396
1185,17505.617
1186,17269.396
1187,17586.209
1188,2430.0955
1189,16422.861
1190,6933.2607
1191,4999.184
1192,13415.825
1193,6826.523
1194,3831.5679
1195,2757.299
1196,34396.586
1197,11143.068
1198,6630.1333
1199,19407.54
1200,9427.849
1201,64618.656
1202,7257.004
1203,12806.297
1204,22724.596
1205,6675.784
1206,3696.8171
1207,1426.0264
1208,7590.5176
1209,6455.862
1210,36043.406
1211,9722.079
1212,43237.934
1213,5336.2925
1214,2430.3367
1215,8364.248
1216,12620.021
1217,1639.2167
1218,19571.05
1219,4328.4824
1220,38803.066
1221,11132.817
1222,10911.63
1223,5225.9565
1224,16661.941
1225,1577.2197
1226,8115.1235
1227,10073.349
1228,21717.754
1229,3583.29
1230,1011.3167
1231,1917.3474
1232,16155.378
1233,51233.22
1234,9567.896
1235,10869.147
1236,2437.1587
1237,13842.526
1238,2051.0842
1239,9377.002
1240,7978.4507
1241,15680.999
1242,14664.627
1243,1279.0702
1244,7269.5435
1245,705.9206
1246,10471.108
1247,471.06824
1248,15986.837
1249,5949.2236
1250,8738.033
1251,657.446
1252,5293.939
1253,47039.008
1254,862.0003
1255,34773.62
1256,15641.954
1257,4468.595
1258,10008.237
1259,1192.2722
1260,6386.8965
1261,20118.98
1262,7734.033
1263,17244.2
1264,1209.6547
1265,7380.017
1266,24947.809
1267,17268.969
1268,5868.18
1269,16996.812
1270,7802.7407
1271,18658.777
1272,489.25763
1273,6247.6333
1274,3834.8296
1275,25117.049
1276,2813.6282
1277,10311.281
1278,38191.56
1279,8539.038
1280,6582.779
1281,16621.596
1282,4982.836
1283,11160.831
1284,11801.349
1285,13334.007
1286,40828.254
1287,14884.443
1288,6319.3066
1289,22532.717
1290,247.50652
1291,20185.615
1292,11516.31
1293,7791.3027
1294,13325.108
1295,16716.936
1296,21602.607
1297,10298.926
1298,8626.909
1299,6127.358
1300,17988.174
1301,11155.967
1302,17917.938
1303,16874.396
1304,36043.406
1305,12381.233
1306,18877.293
1307,12454.568
1308,1487.9972
1309,15101.907
1310,3432.4968
1311,37947.035
1312,18847.664
1313,8841.038
1314,14658.572
1315,14776.24
1316,27169.719
1317,21809.955
1318,13914.547
1319,15502.068
1320,22574.123
1321,962.5295
1322,28135.783
1323,19604.117
1324,3982.6516
1325,16220.824
1326,20687.062
1327,11057.937
1328,17974.078
1329,54470.75
1330,3190.858
1331,32290.916
1332,5665.0645
1333,29172.537
1334,13071.022
1335,25481.84
1336,11560.792
1337,15634.75
1338,22761.73
1339,6291.539
1340,30605.541
1341,9722.079
1342,26481.373
1343,8436.059
1344,39374.02
1345,4396.6953
1346,27333.22
1347,477.6659
1348,15458.603
1349,14110.64
1350,28819.514
1351,21409.44
1352,10596.006
1353,29793.703
1354,16344.982
1355,14659.1875
1356,7211.5737
1357,43411.723
1358,16810.145
1359,3891.3726
1360,15381.144
1361,4048.5312
1362,17657.62
1363,34951.098
1364,6314.7153
1365,13374.637
1366,9164.042
1367,11511.379
1368,8500.285
1369,16225.636
1370,31677.902
1371,10265.583
1372,10921.833
1373,4028.3184
1374,47684.457
1375,3602.7446
1376,17280.057
1377,2885.8062
1378,12223.666
1379,26112.582
1380,13277.7
1381,15484.336
1382,15865.445
1383,11845.9375
1384,12935.016
1385,10236.447
1386,12465.454
1387,29905.666
1388,14270.217
1389,626.9958
1390,16813.53
1391,37319.605
1392,10164.018
1393,1641.415
1394,13515.072
1395,2346.5957
1396,23970.604
1397,4527.047
1398,16621.596
1399,12678.484
1400,25083.99
1401,41260.99
1402,15500.19
1403,6563.324
1404,18043.363
1405,6343.735
1406,2297.542
1407,4302.2363
1408,13445.954
1409,17961.225
1410,10479.301
1411,21909.67
1412,9461.296
1413,14332.154
1414,17626.24
1415,6504.865
1416,33108.027
1417,37650.86
1418,13759.051
1419,8282.314
1420,313.94003
1421,1969.0261
1422,1282.7152
1423,20851.787
1424,20078.496
1425,16952.422
1426,11701.575
1427,23271.463
1428,8762.528
1429,15950.56
1430,6930.92
1431,16422.438
1432,4772.626
1433,163.9872
1434,20065.02
1435,6750.475
1436,6725.969
1437,157.96008
1438,39900.633
1439,1568.1918
1440,1875.4554
1441,16689.473
1442,16704.791
1443,6340.5107
1444,7477.72
1445,3583.29
1446,13359.67
1447,9759.716
1448,11615.6
1449,16663.262
1450,17636.783
1451,21935.742
1452,18505.463
1453,12118.947
1454,17655.918
1455,16977.922
1456,49012.844
1457,24475.312
1458,6524.227
1459,11997.903
1460,981.90125
1461,11908.229
1462,12995.991
1463,8296.245
1464,3919.5146
1465,43094.59
1466,3975.4778
1467,8815.474
1468,8604.943
1469,1568.1918
1470,4304.6294
1471,355.70352
1472,471.06824
1473,16888.969
1474,12236.648
1475,9660.556
1476,160.94958
1477,6437.9
1478,3552.3186
1479,9474.914
1480,4734.4883
1481,13499.884
1482,3206.3865
1483,13161.768
1484,26930.598
1485,751.35443
1486,10975.644
1487,10564.078
1488,1493.1437
1489,3283.2773
1490,43646.312
1491,14284.474
1492,58076.13
1493,6237.011
1494,16549.07
1495,5018.4624
1496,25299.209
1497,6693.8857
1498,26807.598
1499,2502.5874
1500,22832.26
1501,10216.628
1502,14775.944
1503,23261.256
1504,21789.393
1505,25183.947
1506,4062.0088
1507,5706.765
1508,8244.923
1509,2430.3367
1510,13885.924
1511,18223.586
1512,12394.714
1513,489.46478
1514,24285.855
1515,33990.266
1516,15034.119
1517,24338.584
1518,9860.269
1519,33340.7
1520,23113.688
1521,7859.17
1522,24602.438
1523,17913.41
1524,10644.21
1525,9806.565
1526,8887.055
1527,29510.88
1528,3652.2275
1529,4296.5806
1530,47570.176
1531,19844.336
1532,10765.749
1533,9875.11
1534,19765.76
1535,14591.717
1536,12177.168
1537,13142.788
1538,17106.928
1539,4518.5522
1540,21317.713
1541,11539.289
1542,3367.8538
1543,8195.278
1544,689.5876
1545,15194.906
1546,14322.985
1547,11868.498
1548,16026.024
1549,9072.128
1550,2216.0469
1551,13390.311
1552,4304.305
1553,389.80093
1554,4077.8486
1555,2196.1445
1556,47039.008
1557,17829.45
1558,22404.617
1559,12210.965
1560,7599.0146
1561,1701.6877
1562,14954.4795
1563,7275.405
1564,11878.804
1565,15368.855
1566,1889.9608
1567,12411.902
1568,20880.662
1569,9855.38
1570,4101.689
1571,18888.836
1572,34957.0
1573,4522.843
1574,54425.156
1575,5485.0166
1576,12279.8955
1577,6760.4434
1578,6899.3267
1579,3154.8962
1580,7196.7593
1581,13831.705
1582,4066.7192
1583,9024.318
1584,10718.129
1585,22314.562
1586,7231.749
1587,5891.775
1588,1383.4252
1589,20406.61
1590,2872.5654
1591,37195.594
1592,782.5875
1593,6709.0605
1594,11636.457
1595,16455.488
1596,391.99948
1597,17357.82
1598,1019.4262
1599,16334.1045
1600,11954.566
1601,54425.156
1602,476.81348
1603,20272.645
1604,15210.957
1605,13942.749
1606,19953.137
1607,1803.5997
1608,20523.424
1609,7838.844
1610,32332.455
1611,1001.2715
1612,27043.484
1613,14564.743
1614,1568.1918
1615,43201.992
1616,11537.429
1617,20745.9
1618,19056.52
1619,1279.0702
1620,8166.743
1621,4990.9365
1622,18671.398
1623,5701.02
1624,930.86926
1625,1089.4666
1626,27990.4
1627,6409.067
1628,8339.562
1629,22612.176
1630,9010.721
1631,14379.583
1632,15881.917
1633,13976.646
1634,1885.1627
1635,6415.911
1636,15720.966
1637,18526.672
1638,12362.095
1639,37489.87
1640,13099.764
1641,1641.415
1642,9497.343
1643,3547.6487
1644,12071.569
1645,12530.572
1646,36414.73
1647,8212.281
1648,8982.884
1649,14598.314
1650,9394.548
1651,7467.108
1652,18679.414
1653,14810.821
1654,313.8606
1655,1926.7703
1656,29073.52
1657,13866.8
1658,13064.268
1659,178.66267
1660,17319.754
1661,42109.53
1662,9259.545
1663,12337.43
1664,24012.865
1665,6699.679
1666,17152.525
1667,785.19727
1668,39600.42
1669,1673.5237
1670,6404.258
1671,5830.364
1672,5868.9526
1673,31.881193
1674,5590.8447
1675,5838.7285
1676,10551.119
1677,15943.184
1678,6951.291
1679,3762.7156
1680,5575.183
1681,3607.1912
1682,626.9982
1683,31369.982
1684,17165.912
1685,18325.668
1686,14458.85
1687,44123.977
1688,19135.871
1689,10029.785
1690,6999.7607
1691,22466.133
1692,4081.7053
1693,10543.333
1694,8011.76
1695,26225.691
1696,41693.656
1697,16650.902
1698,940.55096
1699,28021.893
1700,26849.994
1701,21961.303
1702,52519.73
1703,3300.669
1704,18958.88
1705,15747.588
1706,6705.7017
1707,36329.05
1708,18873.637
1709,3060.131
1710,28844.316
1711,13703.196
1712,6050.3257
1713,15793.131
1714,1889.9608
1715,1673.5237
1716,20331.78
1717,25659.229
1718,1622.8463
1719,9818.461
1720,5719.315
1721,8874.781
1722,35096.266
1723,25117.768
1724,55551.305
1725,9044.956
1726,13116.404
1727,911.1866
1728,1928.4441
1729,12027.141
1730,5437.0264
1731,42147.82
1732,22627.967
1733,459.31445
1734,54283.797
1735,6283.3945
1736,20621.408
1737,1594.032
1738,17922.33
1739,24137.543
1740,64618.656
1741,16796.395
1742,56381.156
1743,24691.408
1744,6857.6
1745,1704.67
1746,3375.309
1747,6274.8843
1748,1097.9983
1749,6499.519
1750,5485.0166
1751,52391.062
1752,14219.895
1753,40957.85
1754,10522.076
1755,7710.111
1756,2367.9817
1757,12044.578
1758,22583.922
1759,37215.61
1760,4861.0796
1761,12988.692
1762,20945.324
1763,31179.717
1764,11315.259
1765,11867.887
1766,32199.15
1767,26232.57
1768,25139.24
1769,7377.0825
1770,3966.9053
1771,17138.104
1772,17487.479
1773,1725.0575
1774,9054.114
1775,8319.002
1776,36165.54
1777,5781.5693
1778,621.6964
1779,18958.43
1780,9159.944
1781,109.99023
1782,35086.36
1783,43036.227
1784,14279.475
1785,21721.504
1786,11059.529
1787,12649.0625
1788,19031.236
1789,1725.0575
1790,30500.846
1791,21378.691
1792,10384.868
1793,4726.2715
1794,18243.654
1795,37399.52
1796,19951.385
1797,15343.138
1798,12756.476
1799,8973.438
1800,47933.453
1801,9078.3
1802,627.5452
1803,12403.643
1804,476.81348
1805,6006.057
1806,37613.89
1807,7441.2495
1808,1019.4262
1809,17496.57
1810,13254.344
1811,314.06726
1812,3397.068
1813,2541.9792
1814,4492.332
1815,968.9222
1816,22895.191
1817,13523.75
1818,24563.777
1819,16606.4
1820,18276.604
1821,13001.582
1822,5574.476
1823,5968.3203
1824,14302.796
1825,88393.54
1826,3776.4844
1827,8963.533
1828,3725.6099
